graph,frequency
greet&shop_turn&thank!!!greet->shop_turn&shop_turn->thank&thank->shop_turn,9
ask_if_sells#size&inform&send_image&shop_turn!!!ask_if_sells#size->shop_turn&send_image->ask_if_sells#size&shop_turn->inform,69
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->shop_turn&inform->shop_turn&shop_turn->inform,136
handoff&inform&send_image&shop_turn!!!handoff->send_image&inform->shop_turn&shop_turn->handoff,56
ask_availability#size&handoff&send_image&shop_turn!!!handoff->send_image&send_image->shop_turn&shop_turn->ask_availability#size,10
ask_availability#size&greet&shop_turn!!!ask_availability#size->shop_turn&shop_turn->ask_availability#size&shop_turn->greet,6
ask_availability#size&greet&inform&shop_turn!!!ask_availability#size->shop_turn&greet->inform&shop_turn->greet,1
greet&inform&send_image&shop_turn!!!greet->inform&inform->shop_turn&shop_turn->send_image,2
inform&send_image&shop_turn!!!inform->shop_turn&send_image->send_image&shop_turn->send_image,20
ask_availability#size&send_image&shop_turn!!!send_image->ask_availability#size&send_image->send_image&shop_turn->send_image,29
ask_availability#size&send_image&shop_turn!!!ask_availability#size->shop_turn&send_image->ask_availability#size&send_image->send_image,52
ask_availability#size&handoff&send_image&shop_turn!!!ask_availability#size->shop_turn&send_image->ask_availability#size&shop_turn->handoff,171
agree&handoff&inform&shop_turn!!!handoff->shop_turn&inform->agree&shop_turn->inform,9
inform&send_image&shop_turn!!!send_image->shop_turn&shop_turn->inform&shop_turn->send_image,60
agree&handoff&shop_turn!!!agree->handoff&handoff->handoff&shop_turn->agree,207
agree&handoff&inform!!!agree->handoff&handoff->handoff&handoff->inform,5
handoff&inform&shop_turn!!!handoff->handoff&handoff->inform&inform->shop_turn,111
handoff&request#price&send_image&shop_turn!!!request#price->shop_turn&send_image->handoff&shop_turn->send_image,75
handoff&send_image&shop_turn!!!handoff->handoff&send_image->handoff&shop_turn->send_image,103
handoff&send_image!!!handoff->handoff&send_image->handoff,58
agree&handoff&shop_turn!!!agree->handoff&handoff->handoff&handoff->shop_turn,132
handoff&request#price&shop_turn!!!handoff->handoff&handoff->request#price&shop_turn->handoff,36
handoff&request#price&shop_turn!!!handoff->handoff&handoff->request#price&request#price->shop_turn,56
handoff&inform&request#price&shop_turn!!!handoff->request#price&request#price->shop_turn&shop_turn->inform,33
ask_if_sells#size&greet&handoff&shop_turn!!!ask_if_sells#size->shop_turn&handoff->greet&shop_turn->handoff,3
greet&handoff&shop_turn!!!greet->shop_turn&handoff->greet&shop_turn->handoff,122
greet&handoff&shop_turn!!!greet->shop_turn&handoff->shop_turn&shop_turn->handoff,128
ask_if_sells#size&handoff&inform&send_image!!!ask_if_sells#size->inform&handoff->send_image&send_image->ask_if_sells#size,25
ask_if_sells#size&inform&send_image!!!ask_if_sells#size->inform&inform->inform&send_image->ask_if_sells#size,5
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->inform&inform->inform&inform->shop_turn,11
ask_availability#size&handoff&send_image!!!handoff->handoff&handoff->send_image&send_image->ask_availability#size,10
ask_availability#size&handoff&send_image&shop_turn!!!ask_availability#size->shop_turn&handoff->send_image&send_image->ask_availability#size,121
ask_availability#size&greet&send_image&shop_turn!!!ask_availability#size->shop_turn&send_image->ask_availability#size&shop_turn->greet,14
agree&handoff&shop_turn!!!agree->shop_turn&handoff->handoff&shop_turn->handoff,92
agree&handoff&send_image&shop_turn!!!handoff->shop_turn&send_image->handoff&shop_turn->agree,73
agree&handoff&shop_turn!!!agree->agree&handoff->shop_turn&shop_turn->agree,28
agree&shop_turn!!!agree->agree&agree->shop_turn&shop_turn->agree,17
agree&handoff&shop_turn!!!agree->agree&agree->shop_turn&shop_turn->handoff,7
agree&ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->handoff&handoff->shop_turn&shop_turn->agree,13
agree&ask_availability#size&shop_turn!!!agree->shop_turn&shop_turn->agree&shop_turn->ask_availability#size,14
agree&ask_availability#size&handoff&shop_turn!!!agree->shop_turn&ask_availability#size->handoff&shop_turn->ask_availability#size,3
ask_availability#size&handoff&shop_turn!!!ask_availability#size->handoff&handoff->shop_turn&shop_turn->ask_availability#size,106
ask_availability#size&handoff&inform&shop_turn!!!ask_availability#size->handoff&handoff->shop_turn&shop_turn->inform,18
agree&handoff&shop_turn!!!agree->handoff&agree->shop_turn&shop_turn->agree,46
agree&handoff&request#price&shop_turn!!!agree->handoff&handoff->shop_turn&shop_turn->request#price,19
handoff&inform&send_image!!!handoff->send_image&send_image->handoff&send_image->inform,21
handoff&send_image&send_link&shop_turn!!!handoff->send_link&send_image->handoff&shop_turn->send_image,1
handoff&send_image&send_link!!!handoff->send_link&send_image->handoff&send_link->handoff,2
handoff&send_link&shop_turn!!!handoff->send_link&handoff->shop_turn&send_link->handoff,7
handoff&send_link&shop_turn!!!handoff->shop_turn&send_link->handoff&shop_turn->handoff,5
handoff&request#price&send_image&shop_turn!!!handoff->send_image&request#price->shop_turn&send_image->request#price,351
ask_if_sells#size&handoff&shop_turn!!!handoff->shop_turn&shop_turn->ask_if_sells#size&shop_turn->handoff,92
ask_if_sells#size&handoff&shop_turn&thank!!!ask_if_sells#size->handoff&handoff->shop_turn&shop_turn->thank,4
greet&inform&shop_turn!!!greet->shop_turn&inform->shop_turn&shop_turn->greet,20
greet&inform&shop_turn!!!greet->shop_turn&shop_turn->greet&shop_turn->inform,13
greet&inform&shop_turn!!!greet->shop_turn&inform->shop_turn&shop_turn->inform,26
ask_availability#size&handoff&send_image&shop_turn!!!handoff->shop_turn&send_image->ask_availability#size&shop_turn->send_image,97
ask_availability#size&send_image&shop_turn!!!ask_availability#size->shop_turn&send_image->ask_availability#size&shop_turn->send_image,270
ask_availability#size&ask_if_sells#size&send_image&shop_turn!!!ask_availability#size->shop_turn&send_image->ask_if_sells#size&shop_turn->send_image,14
handoff&send_image!!!handoff->handoff&handoff->send_image&send_image->handoff,139
handoff&inform&send_image!!!handoff->handoff&handoff->inform&send_image->handoff,13
greet&handoff!!!handoff->greet&handoff->handoff,14
agree&greet&handoff&shop_turn!!!agree->greet&handoff->shop_turn&shop_turn->agree,36
agree&greet&send_image&shop_turn!!!agree->greet&greet->send_image&shop_turn->agree,4
agree&greet&handoff&send_image!!!agree->greet&greet->send_image&send_image->handoff,3
greet&handoff&inform&send_image!!!greet->send_image&handoff->inform&send_image->handoff,8
handoff&inform&send_image!!!handoff->inform&inform->handoff&send_image->handoff,16
agree&inform&shop_turn!!!agree->inform&agree->shop_turn&shop_turn->agree,3
agree&handoff&inform&shop_turn!!!agree->inform&inform->shop_turn&shop_turn->handoff,17
greet&handoff&request#price!!!greet->handoff&handoff->handoff&handoff->request#price,3
handoff&request#price&shop_turn&thank!!!handoff->request#price&request#price->shop_turn&shop_turn->thank,23
handoff&inform!!!handoff->inform&inform->handoff&inform->inform,35
handoff&inform&shop_turn!!!handoff->inform&inform->handoff&inform->shop_turn,39
ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->shop_turn&handoff->ask_if_sells#size&shop_turn->ask_if_sells#size,3
ask_if_sells#size&greet&shop_turn!!!ask_if_sells#size->greet&ask_if_sells#size->shop_turn&shop_turn->ask_if_sells#size,1
ask_if_sells#size&greet&shop_turn!!!ask_if_sells#size->greet&greet->shop_turn&shop_turn->ask_if_sells#size,9
ask_if_sells#size&greet&shop_turn!!!ask_if_sells#size->shop_turn&greet->shop_turn&shop_turn->ask_if_sells#size,10
ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->handoff&ask_if_sells#size->shop_turn&shop_turn->ask_if_sells#size,6
agree&ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->handoff&handoff->agree&shop_turn->ask_if_sells#size,1
agree&ask_if_sells#size&handoff&shop_turn!!!agree->shop_turn&ask_if_sells#size->handoff&handoff->agree,1
agree&ask_is_bot&handoff&shop_turn!!!agree->shop_turn&handoff->ask_is_bot&shop_turn->handoff,1
ask_is_bot&handoff&shop_turn!!!ask_is_bot->shop_turn&handoff->ask_is_bot&shop_turn->handoff,12
ask_is_bot&handoff&shop_turn!!!ask_is_bot->shop_turn&handoff->handoff&shop_turn->handoff,6
ask_availability#size&handoff&shop_turn!!!handoff->ask_availability#size&handoff->shop_turn&shop_turn->handoff,28
ask_availability#size&handoff&shop_turn!!!ask_availability#size->shop_turn&handoff->ask_availability#size&shop_turn->handoff,92
handoff&request#price&send_image&shop_turn!!!handoff->shop_turn&request#price->send_image&send_image->handoff,30
handoff&send_image&shop_turn!!!handoff->shop_turn&send_image->handoff&shop_turn->handoff,321
agree&handoff&inform&shop_turn!!!handoff->inform&inform->shop_turn&shop_turn->agree,74
greet&handoff&send_image&shop_turn!!!greet->send_image&handoff->shop_turn&send_image->handoff,41
agree&ask_if_sells#size&shop_turn!!!ask_if_sells#size->shop_turn&shop_turn->agree&shop_turn->ask_if_sells#size,42
ask_if_sells#size&request#price&send_image&shop_turn!!!request#price->shop_turn&send_image->request#price&shop_turn->ask_if_sells#size,70
ask_if_sells#size&request#price&shop_turn!!!ask_if_sells#size->shop_turn&request#price->shop_turn&shop_turn->ask_if_sells#size,100
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->shop_turn&shop_turn->ask_if_sells#size&shop_turn->inform,96
ask_availability#size&send_image&shop_turn!!!ask_availability#size->send_image&send_image->ask_availability#size&shop_turn->send_image,18
ask_availability#size&inform&send_image!!!ask_availability#size->send_image&send_image->ask_availability#size&send_image->inform,16
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->send_image&inform->shop_turn&send_image->inform,23
ask_availability#size&inform&send_image&shop_turn!!!inform->shop_turn&send_image->inform&shop_turn->ask_availability#size,17
agree&inform&shop_turn!!!agree->agree&inform->shop_turn&shop_turn->agree,4
agree&handoff&shop_turn!!!agree->agree&agree->handoff&shop_turn->agree,11
agree&handoff&shop_turn!!!agree->agree&agree->handoff&handoff->shop_turn,7
greet&handoff&inform&send_image!!!greet->send_image&handoff->greet&send_image->inform,7
greet&inform&send_image&shop_turn!!!greet->send_image&inform->shop_turn&send_image->inform,12
ask_availability#size&greet&inform&shop_turn!!!greet->ask_availability#size&inform->shop_turn&shop_turn->greet,2
ask_availability#size&greet&send_image&shop_turn!!!ask_availability#size->send_image&greet->ask_availability#size&shop_turn->greet,11
ask_availability#size&greet&send_image!!!ask_availability#size->send_image&greet->ask_availability#size&send_image->send_image,5
ask_availability#size&send_image&shop_turn!!!ask_availability#size->send_image&send_image->send_image&send_image->shop_turn,12
ask_if_sells#size&inform&send_image&shop_turn!!!inform->send_image&send_image->shop_turn&shop_turn->ask_if_sells#size,5
ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->shop_turn&send_image->shop_turn&shop_turn->ask_if_sells#size,107
ask_if_sells#size&inform&shop_turn!!!inform->inform&inform->shop_turn&shop_turn->ask_if_sells#size,11
ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->send_image&send_image->shop_turn&shop_turn->send_image,12
agree&send_image&shop_turn!!!send_image->agree&send_image->shop_turn&shop_turn->send_image,2
agree&request#price&send_image&shop_turn!!!agree->request#price&send_image->agree&shop_turn->send_image,1
agree&handoff&request#price&send_image!!!agree->request#price&request#price->handoff&send_image->agree,1
agree&handoff&request#price&shop_turn!!!agree->request#price&handoff->shop_turn&request#price->handoff,5
agree&inform&request#price&shop_turn!!!inform->request#price&request#price->shop_turn&shop_turn->agree,13
agree&request#price&shop_turn!!!agree->shop_turn&request#price->shop_turn&shop_turn->agree,68
handoff&inform&send_image!!!handoff->inform&inform->send_image&send_image->send_image,12
handoff&inform&send_image!!!inform->send_image&send_image->handoff&send_image->send_image,5
handoff&send_image&shop_turn!!!handoff->shop_turn&send_image->handoff&send_image->send_image,69
ask_availability#size&handoff&send_image&shop_turn!!!handoff->shop_turn&send_image->handoff&shop_turn->ask_availability#size,28
ask_if_sells#size&handoff&request#price&shop_turn!!!handoff->ask_if_sells#size&request#price->shop_turn&shop_turn->handoff,14
ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->shop_turn&handoff->ask_if_sells#size&shop_turn->handoff,99
ask_if_sells#size&handoff&request#price&shop_turn!!!ask_if_sells#size->shop_turn&handoff->request#price&shop_turn->handoff,8
handoff&request#price&shop_turn!!!handoff->request#price&request#price->shop_turn&shop_turn->handoff,325
handoff&request#price&shop_turn!!!handoff->request#price&request#price->shop_turn&shop_turn->request#price,17
greet&handoff&thank!!!greet->handoff&handoff->handoff&handoff->thank,3
handoff&shop_turn&thank!!!handoff->handoff&handoff->thank&thank->shop_turn,50
request#price&shop_turn&thank!!!request#price->shop_turn&shop_turn->request#price&shop_turn->thank,70
ask_availability#size&greet&send_image&shop_turn!!!ask_availability#size->send_image&send_image->shop_turn&shop_turn->greet,2
greet&handoff&send_image&shop_turn!!!greet->handoff&send_image->shop_turn&shop_turn->greet,11
greet&handoff&shop_turn!!!greet->shop_turn&handoff->shop_turn&shop_turn->greet,66
greet&send_image&shop_turn!!!greet->shop_turn&shop_turn->greet&shop_turn->send_image,78
greet&request#price&send_image&shop_turn!!!greet->shop_turn&send_image->request#price&shop_turn->send_image,34
request#price&send_image&shop_turn!!!request#price->request#price&send_image->request#price&shop_turn->send_image,15
request#price&send_image&shop_turn!!!request#price->request#price&request#price->shop_turn&send_image->request#price,23
handoff&request#price&shop_turn!!!request#price->request#price&request#price->shop_turn&shop_turn->handoff,23
greet&handoff&shop_turn!!!handoff->handoff&handoff->shop_turn&shop_turn->greet,79
greet&handoff&shop_turn!!!greet->handoff&handoff->handoff&handoff->shop_turn,115
handoff&inform&shop_turn!!!handoff->handoff&inform->handoff&shop_turn->inform,127
handoff&inform!!!handoff->handoff&handoff->inform&inform->handoff,106
request#price&send_image&shop_turn&thank!!!request#price->shop_turn&send_image->request#price&shop_turn->thank,62
ask_availability#size&request#price&shop_turn&thank!!!request#price->shop_turn&shop_turn->thank&thank->ask_availability#size,1
greet&send_image&shop_turn!!!greet->send_image&send_image->send_image&shop_turn->greet,5
greet&handoff&send_image!!!greet->send_image&send_image->handoff&send_image->send_image,7
handoff&inform&send_image!!!handoff->inform&send_image->handoff&send_image->send_image,13
handoff&inform&request#price&shop_turn!!!handoff->inform&inform->shop_turn&shop_turn->request#price,34
greet&handoff&shop_turn!!!handoff->greet&handoff->handoff&shop_turn->handoff,30
greet&handoff&inform!!!greet->inform&handoff->greet&handoff->handoff,1
greet&handoff&inform!!!greet->inform&handoff->greet&inform->handoff,15
greet&handoff&inform&send_image!!!greet->inform&handoff->send_image&inform->handoff,7
handoff&inform&send_image!!!handoff->send_image&inform->handoff&send_image->send_image,7
handoff&send_image!!!handoff->send_image&send_image->handoff&send_image->send_image,44
handoff&inform&shop_turn&thank!!!handoff->inform&inform->shop_turn&shop_turn->thank,25
